Position, Time(s)
X=-160.205 Y=9.066 Z=149.492,0.008334
X=-159.907 Y=9.050 Z=149.792,0.4
X=-158.739 Y=7.592 Z=149.539,0.013986
X=-158.309 Y=7.314 Z=149.638,0.049815
X=-158.091 Y=7.228 Z=149.679,0.033346
X=-157.802 Y=7.138 Z=149.694,0.043336
X=-157.614 Y=7.100 Z=149.728,0.041735
X=-157.560 Y=7.067 Z=149.698,0.041704
X=-157.608 Y=7.026 Z=149.728,0.039964
X=-157.588 Y=6.996 Z=149.832,0.041683
X=-157.595 Y=7.029 Z=149.800,0.04178
X=-157.683 Y=7.085 Z=149.768,0.041878
X=-157.773 Y=7.059 Z=149.830,0.039873
X=-157.744 Y=7.073 Z=150.020,0.041951
X=-157.682 Y=7.119 Z=150.095,0.041264
X=-157.634 Y=7.134 Z=150.004,0.039671
X=-157.630 Y=7.140 Z=149.853,0.041723
X=-157.604 Y=7.133 Z=149.796,0.041358
X=-157.573 Y=7.128 Z=149.763,0.040068
X=-157.542 Y=7.123 Z=149.768,0.040599
X=-157.552 Y=7.142 Z=149.764,0.040598
X=-157.668 Y=7.244 Z=149.769,0.0393
X=-157.750 Y=7.379 Z=149.806,0.041173
X=-157.830 Y=7.551 Z=149.906,0.03965
X=-157.909 Y=7.809 Z=149.976,0.040804
X=-157.904 Y=8.020 Z=149.994,0.04271
X=-157.883 Y=8.285 Z=149.970,0.055008
X=-157.755 Y=8.482 Z=149.898,0.055287
X=-157.540 Y=8.824 Z=149.822,0.054405
X=-157.224 Y=9.171 Z=149.827,0.055866
X=-157.043 Y=9.560 Z=149.854,0.054839
X=-156.837 Y=9.978 Z=149.921,0.056204
X=-156.552 Y=10.368 Z=149.961,0.055791
X=-156.360 Y=10.786 Z=149.908,0.057445
X=-156.280 Y=11.124 Z=149.887,0.052613
X=-156.204 Y=11.400 Z=149.893,0.056277
X=-156.206 Y=11.611 Z=149.919,0.054965
X=-156.245 Y=11.804 Z=149.946,0.055403
X=-156.326 Y=11.918 Z=149.992,0.055686
X=-156.489 Y=11.960 Z=150.026,0.056301
X=-156.703 Y=11.874 Z=150.062,0.055619
X=-157.041 Y=11.643 Z=150.099,0.052777
X=-157.356 Y=11.351 Z=150.144,0.054816
X=-157.727 Y=11.111 Z=150.154,0.059719
X=-158.068 Y=10.753 Z=150.125,0.0509
X=-158.364 Y=10.408 Z=150.139,0.056398
X=-158.614 Y=10.032 Z=150.123,0.055035
X=-158.773 Y=9.715 Z=150.087,0.055535
X=-158.880 Y=9.428 Z=150.012,0.056082
X=-159.022 Y=9.177 Z=149.911,0.054538
X=-159.154 Y=8.965 Z=149.929,0.056614
